"Date","Title","Content","qwen_lora2_情绪提取"
"2019-10-31 15:40:12","陕西煤业股份有限公司第三届董事会第十次会议决议公告","证券代码：601225 证券简称：陕西煤业公告编号： 2019-036陕西煤业股份有限公司第三届董事会第十次会议决议公告本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带责任。一、董事会会议召开情况陕西煤业股份有限公司(以下简称“公司”)第三届董事会第六次会议通知于2019年10月25日以书面方式送达，会议于2019年10月30日以通讯表决方式召开。会议应参加表决的董事7人，实际参加表决的董事7人。本次会议的召开程序及出席董事人数符合《中华人民共和国公司法》等法律、法规和公司《章程》的规定。二、董事会会议审议情况经与会董事一致同意，会议形成决议如下：1、通过《关于陕西煤业股份有限公司2019年三季度报告的议案》赞成票：7票， 反对票：0票， 弃权票：0票。批准《陕西煤业股份有限公司2019年三季度报告》，并同意公布前述定期报告。特此公告。陕西煤业股份有限公司2019年10月30日","该文本情感是中性的。"
"2019-10-31 10:51:13","陕西煤业股份有限公司第三届监事会第八次会议决议公告","证券代码：601225 证券简称：陕西煤业公告编号： 2019-037陕西煤业股份有限公司第三届监事会第八次会议决议公告本公司监事会及全体监事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带责任。一、监事会会议召开情况陕西煤业股份有限公司(以下简称“公司”)第三届监事会第六次会议通知于2019年10月25日以书面方式送达，会议于2019年10月30日以通讯方式召开。会议应参加表决的监事3名，实际表决的监事3名。本次会议的召开程序及出席监事人数符合《中华人民共和国公司法》等法律、法规和《公司章程》的规定。二、监事会会议审议情况经与会监事一致同意，会议形成决议如下：1、通过《关于及摘要的议案》赞成票：3票， 反对票：0票， 弃权票：0票。批准《陕西煤业股份有限公司2019年三季度度报告》及摘要，并同意公布前述定期报告及摘要。特此公告。陕西煤业股份有限公司2019年10月30日","该文本情感是中性的。"
"2019-10-22 10:12:38","陕西煤业股份有限公司为控股子公司提供担保暨关联交易的公告","证券代码：601225 证券简称：陕西煤业公告编号：2019-032陕西煤业股份有限公司为控股子公司提供担保暨关联交易的公告本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带责任。重要内容提示：被担保人名称：陕西陕煤供应链管理公司本次担保金额为10亿元，截止本公告披露之日，陕西煤业股份有限公司未为陕西陕煤供应链管理公司提供过担保。本次担保构成关联交易。本次担保是否有反担保：是。对外担保逾期的累计数量：无。一、担保情况概述(一)担保基本情况陕西煤业股份有限公司(以下简称“陕西煤业”或“公司”)于2019年10月21日召开了公司第三届董事会第九次会议，审议通过了《关于为控股子公司提供担保的议案》，公司控股子公司陕西陕煤供应链管理公司(以下简称“供应链公司”)拟分别向中国建设银行股份有限公司西安和平路支行、中国银行股份有限公司鼓楼支行各开立信用证额度5亿元，共计10亿元，公司作为供应链公司控股股东，为支持供应链公司业务发展，该信用证由公司提供全额担保，担保总额为10亿元人民币，担保期限为1年，在担保期限内，供应链公司可循环使用授信额度。本次担保事项涉及关联交易事项，尚待提交公司2019年第一次临时股东大会审议。(二)关联交易概述陕西煤业控股供应链公司51%股份，瑞茂通持股供应链公司49%股份，本公司独立董事万永兴为瑞茂通的实际控制人，根据《上海证券交易所股票上市规则》，瑞茂通为公司关联方，公司为供应链公司提供超过持股比例的担保，瑞茂通按照持股比例提供反担保，本次担保构成关联交易。","以上文本情感极性属于中性。"
"2019-10-22 08:53:09","陕西煤业股份有限公司第三届监事会第七次会议决议公告","证券代码：601225 证券简称：陕西煤业公告编号：2019-031陕西煤业股份有限公司第三届监事会第七次会议决议公告本公司监事会及全体监事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带责任。一、监事会会议召开情况陕西煤业股份有限公司(以下简称“公司”)第三届监事会第七次会议通知于2019年10月18日以书面方式送达，会议于2019年10月21日以通讯方式召开。会议应参加表决的监事3名，实际表决的监事3名。公司监事长李振东先生为本次会议主持人。本次会议的召开程序及出席监事人数符合《中华人民共和国公司法》等法律、法规和《公司章程》的规定。二、监事会会议审议情况经与会监事一致同意，会议形成决议如下：1、通过《关于为控股子公司提供担保的议案》赞成票：3票， 反对票：0票， 弃权票：0票。同意《关于为控股子公司提供担保的议案》。2、通过《关于调整2019年度日常关联交易预计发生金额的议案》赞成票：3票， 反对票：0票， 弃权票：0票。同意《关于调整2019年度日常关联交易预计发生金额的议案》。3、通过《关于增加控股子公司2019年度关联交易预计的议案》赞成票：3票， 反对票：0票， 弃权票：0票。同意《关于增加控股子公司2019年度关联交易预计的议案》。","该文本情感是积极的。"
"2019-09-03 02:13:09","从“壮士断腕”去产能到积极布局新能源 陕西煤业华丽转型再迎新机遇","煤炭行业自2016年开始供给侧结构性改革后，经历了大起大落，有的煤企触底反弹，有的煤企退出市场。陕西煤业是其中自我改革的典型，从“壮士断腕”去产能到积极布局新能源，不仅创下上市以来的最好成绩，更是成为陕西省最赚钱的上市公司。陕西煤业董事长闵龙在接受《证券日报》记者采访时表示，公司合理利用资本运作平台，抓住能源产业变革和结构调整机遇，构建能源互联网生态链，加速实现由能源生产商向综合能源服务商的转型。“壮士断腕”去产能从亏损到业绩大翻身作为一家上市五年的煤炭企业，陕西煤业经历了煤炭行业和资本市场的跌宕起伏。2015年，煤炭行业进入深度寒冬期，几乎全行业陷入亏损状态。当年，陕西煤业净利润为-29.89亿元，成为亏损规模最大的煤炭上市公司。在国家启动供给侧结构性改革之前，在陕煤集团的帮助下，陕西煤业打响了行业自发性去产能的第一枪。按照“收缩渭北、壮大彬黄、做强陕北”的产能优化思路，通过两年两次资产重组，陕西煤业重新焕发了活力，产能结构进一步优化，资产质量、资源品质达到了行业最高水准，核心竞争力显著提升。在这次壮士断腕式的改革中，陕西煤业职工人数由6万人下降到不足3万人，人员成本大幅下降，人员工效跃居行业首位。随后，陕西煤业交出了一份靓丽的成绩单：2016年，公司实现利润总额51亿元，现金分红11亿元；2017年，公司实现利润总额182亿元，现金分红41.8亿元，各项指标均创下公司上市以来最好水平；2018年，面对经济下行压力带来的影响，公司实现利润总额188亿元；今年上半年，公司实现净利润58.7亿元。陕西煤业也一跃成为陕西省最赚钱的上市公司。需要一提的是，今年上半年，陕西煤业实现煤炭产量5370万吨，同比增加99万吨；商品煤销量7730万吨，同比增长18.18%。陕西煤业上半年的煤炭产量和销售价格均创历史最好水平。“近几年，陕西煤业能够脱颖而出，重要的原因就是资源优势和产能优势决定的。”闵龙在接受《证券日报》记者采访时表示，“优质资源意味着煤炭品质好、有害成分少、开采成本低、安全有保障，因此，我们也是整个煤炭行业‘去产能’大环境下，为数不多的能够有增量的企业”。","情感倾向是积极。"
"2019-08-27 15:36:44","陕西煤业股份有限公司 关于合资公司完成工商注册并取得营业执照的公告","证券代码：601225 证券简称：陕西煤业公告编号：2019-029本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带责任。陕西煤业股份有限公司(以下简称“公司”)第三届董事会第八次会议于2019年8月15日审议通过《关于与瑞茂通供应链管理股份有限公司设立合资公司的议案》，具体内容详见公司于2019年8月16日发布的《关于出资设立合资公司暨关联交易的公告》(2019-027号)。近日陕西陕煤供应链管理有限公司已完成工商注册登记手续，并取得了西安市市场监督管理局核发的营业执照，现将有关情况公告如下：1、公司名称：陕西陕煤供应链管理有限公司2、统一社会信用代码：91610138MA6X3K6K0G3、公司类型：其他有限责任公司4、住所：陕西省西安市国家民用航天基地神舟四路航创广场C座七楼708-25、法定代表人：李策6、注册资本：肆拾亿元人民币7、成立日期：2019年8月26日8、营业期限：长期9、经营范围：供应链管理。(依法须经批准的项目，经相关部门批准后方可开展经营活动)特此公告。陕西煤业股份有限公司董事会","该文本情感是中性的。"
"2019-08-24 15:46:36","开源证券三大违规行为收监管警示函 上半年业绩创历史新高 曾经的新三板券商如今业绩如何？","开源证券上半年净利润创历史新高，此时收到监管警示函，对其后续发展应是良性的警醒。因投行内控不完善、担任债券管理人过程中未充分核查、资产证券化业务中未尽职尽责等问题，开源证券收到了陕西证监局下发的警示函。监管要求开源证券进一步完善投资银行业务管理制度，切实加强项目质量管控，采取有效措施提高执业水平。监管警示函的下发，给上半年业绩创历史新高的开源证券一记警醒。证券业协会下发数据显示，上半年开源证券实现营业收入10.7亿元，较去年同期增长175%；净利润3.8亿元，较去年同期增幅为900%，均创历史新高。因投行内控不完善收罚单日前，陕西证监局对开源证券下发了一封警示函，因其在开展债券承销与受托管理、资产证券化业务中存在三大问题。第一个问题是，开源证券投行类业务专职内控人员数量不足投行类业务人员总数的十分之一，公司债券及资产证券化项目质量控制不到位，违反了《证券公司投资银行类业务内部控制指引》相关规定。第二个问题是，开源证券的公司债项目存在未对债券发行人重要权益投资、对外担保、募集资金用途、债券担保人除发行人股权外的其他主要资产权利限制情况进行充分核查，未发现发行人报告期内个别年度未将实施控制的子公司纳入合并财务报表，尽职调查工作底稿不能有效支撑调查结论或与募集说明书披露信息不一致的问题，违反了公司《债券发行与交易管理办法》相关规定。第三个问题是，未充分履行资产支持专项计划管理人职责，有的项目未按照专项计划账户监管协议约定获取基础资产相关收费账户对账单，未有效核查专项计划资产是否与其他资产混同以及被侵占、挪用；基础资产产生现金流的能力较募集说明书预测发生较大变化，未及时进行信息披露，违反了《证券公司及基金管理公司子公司资产证券化业务管理规定》的相关规定。陕西证监局对开源证券的违规行为予以警示，要求开源证券进一步完善投资银行业务管理制度，切实加强项目质量管控，采取有效措施提高执业水平，确保业务开展与合规管理、风险控制能力相匹配。上半年净利润同比增幅900%开源证券股份有限公司成立于2001年，2015年4月30日在全国中小企业股份转让系统正式挂牌。去年9月份，开源证券从新三板摘牌，被市场解读为要转战A股。开源证券在新三板市场收获颇丰，相继完成了两轮定增，合计募资32亿元，壮大资本金实力。据天眼查信息，目前，开源证券的控股股东为陕西煤业化工集团，持股比例59.57%。陕西煤业化工集团是陕西省国资委旗下企业。近日，证券业协会对各券商下发了证券公司2019年上半年业绩和排名情况，开源证券主要指标和排名创历史新高，其中利润总额4.6亿元，较去年同期增长856%。按未经审计数据，上半年开源证券实现营业收入10.7亿元，较去年同期增长175%；净利润3.8亿元，较去年同期增幅为900%，均创历史新高。根据已披露数据，开源证券业绩增速远高于证券行业和上市券商平均增速。","该文本情感是积极的。"
"2019-08-23 19:16:46","开源证券三大违规行为收到监管警示函 上半年业绩创历史新高 那些曾经的新三板券商如今业绩如何？","开源证券上半年净利润创历史新高，此时收到监管警示函，对其后续发展应是良性的警醒。因投行内控不完善、担任债券管理人过程中未充分核查、资产证券化业务中未尽职尽责等问题，开源证券收到了陕西证监局下发的警示函。监管要求开源证券进一步完善投资银行业务管理制度，切实加强项目质量管控，采取有效措施提高执业水平。监管警示函的下发，给上半年业绩创历史新高的开源证券一记警醒。证券业协会下发数据显示，上半年开源证券实现营业收入10.7亿元，较去年同期增长175%；净利润3.8亿元，较去年同期增幅为900%，均创历史新高。因投行内控不完善收罚单日前，陕西证监局对开源证券下发了一封警示函，因其在开展债券承销与受托管理、资产证券化业务中存在三大问题。第一个问题是，开源证券投行类业务专职内控人员数量不足投行类业务人员总数的十分之一，公司债券及资产证券化项目质量控制不到位，违反了《证券公司投资银行类业务内部控制指引》相关规定。第二个问题是，开源证券的公司债项目存在未对债券发行人重要权益投资、对外担保、募集资金用途、债券担保人除发行人股权外的其他主要资产权利限制情况进行充分核查，未发现发行人报告期内个别年度未将实施控制的子公司纳入合并财务报表，尽职调查工作底稿不能有效支撑调查结论或与募集说明书披露信息不一致的问题，违反了公司《债券发行与交易管理办法》相关规定。第三个问题是，未充分履行资产支持专项计划管理人职责，有的项目未按照专项计划账户监管协议约定获取基础资产相关收费账户对账单，未有效核查专项计划资产是否与其他资产混同以及被侵占、挪用；基础资产产生现金流的能力较募集说明书预测发生较大变化，未及时进行信息披露，违反了《证券公司及基金管理公司子公司资产证券化业务管理规定》的相关规定。陕西证监局对开源证券的违规行为予以警示，要求开源证券进一步完善投资银行业务管理制度，切实加强项目质量管控，采取有效措施提高执业水平，确保业务开展与合规管理、风险控制能力相匹配。上半年净利润同比增幅900%开源证券股份有限公司成立于2001年，2015年4月30日在全国中小企业股份转让系统正式挂牌。去年9月份，开源证券从新三板摘牌，被市场解读为要转战A股。开源证券在新三板市场收获颇丰，相继完成了两轮定增，合计募资32亿元，壮大资本金实力。据天眼查信息，目前，开源证券的控股股东为陕西煤业化工集团，持股比例59.57%。陕西煤业化工集团是陕西省国资委旗下企业。近日，证券业协会对各券商下发了证券公司2019年上半年业绩和排名情况，开源证券主要指标和排名创历史新高，其中利润总额4.6亿元，较去年同期增长856%。","积极。"
"2019-08-16 11:26:15","陕西煤业股份有限公司2019年半年度报告摘要","公司代码：601225 公司简称：陕西煤业一重要提示1本半年度报告摘要来自半年度报告全文，为全面了解本公司的经营成果、财务状况及未来发展规划，投资者应当到上海证券交易所网站等中国证监会指定媒体上仔细阅读半年度报告全文。2本公司董事会、监事会及董事、监事、高级管理人员保证半年度报告内容的真实、准确、完整，不存在虚假记载、误导性陈述或重大遗漏，并承担个别和连带的法律责任。3公司全体董事出席董事会会议。4本半年度报告未经审计。5经董事会审议的报告期利润分配预案或公积金转增股本预案无二公司基本情况2.1公司简介2.2公司主要财务数据单位：万元币种：人民币2.3前十名股东持股情况表","该文本情感是中性的。"
"2019-08-16 11:25:21","陕西煤业股份有限公司第三届监事会第六次会议决议公告","证券代码：601225 证券简称：陕西煤业公告编号： 2019-026陕西煤业股份有限公司第三届监事会第六次会议决议公告本公司监事会及全体监事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带责任。一、监事会会议召开情况陕西煤业股份有限公司(以下简称“公司”)第三届监事会第六次会议通知于2019年8月9日以书面方式送达，会议于2019年8月16日以通讯方式召开。会议应参加表决的监事3名，实际表决的监事3名。本次会议的召开程序及出席监事人数符合《中华人民共和国公司法》等法律、法规和《公司章程》的规定。二、监事会会议审议情况经与会监事一致同意，会议形成决议如下：1、通过《关于及摘要的议案》赞成票：3票， 反对票：0票， 弃权票：0票。批准《陕西煤业股份有限公司2019年半年度报告》及摘要，并同意公布前述定期报告及摘要。特此公告。陕西煤业股份有限公司2019年8月15日","该文本情感是中性的。"
"2019-08-16 11:07:18","陕西煤业股份有限公司关于会计政策变更的公告","证券代码：601225 证券简称：陕西煤业公告编号：2019-028陕西煤业股份有限公司关于会计政策变更的公告本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带责任。重要内容提示：本次会计政策变更对公司财务状况、经营成果及现金流量没有产生影响、不会对公司2018年度的损益、总资产、净资产等产生重大影响。一、会计政策变更概述2017年3月，中华人民共和国财政部(以下简称“财政部”)发布了《企业会计准则第22号—金融工具确认和计量(2017年修订)》(财会[2017]7号)、《企业会计准则第23号—金融资产转移》(财会[2017]8号)、《企业会计准则第24号—套期会计》(财会[2017]9号)，2017年5月2日发布了《企业会计准则第37号—金融工具列报》(财会[2017]14号)，(上述准则以下统称“新金融工具准则”)，并要求境内上市公司自2019年1月1日起施行。准则规定在准则实施日，企业应当按照规定对金融工具进行分类和计量，涉及前期比较财务报表数据与本准则要求不一致的，不调整可比期间信息。金融工具原账面价值和在本准则实施日的新账面价值之间的差额，计入2019年1月1日留存收益、其他综合收益及财务报表其他项目。2019年4月30日，财政部颁布了《关于修订印发2019年一般企业财务报表格式的通知》(财会[2019]6号，以下简称“财会[2019]6号”)，对一般企业财务报表格式进行了修订，要求执行企业会计准则的非金融企业按照企业会计准则和财会[2019]6号的要求编制财务报表。企业2019年中期财务报表和年度财务报表及以后期间的财务报表均按照财会[2019]6号要求编制执行。由于财政部的上述规定，公司对原会计政策进行相应变更，并按以上文件规定的起始日开始执行上述会计处理。二、会计政策变更的具体情况及对公司的影响(一)本次会计政策变更的具体内容1、根据新金融工具准则，本次会计政策变更的主要内容如下：(1)企业根据其管理金融资产的业务模式和金融资产的合同现金流量特征，将金融资产划分为以下三类：以摊余成本计量的金融资产、以公允价值计量且其变动计入当期损益的金融资产、以公允价值计量且其变动计入其他综合收益的金融资产；","该文本情感是中性的。"
"2019-08-16 09:40:20","陕西煤业股份有限公司关于出资设立合资公司暨关联交易的公告","证券代码：601225 证券简称：陕西煤业公告编号：2019-027陕西煤业股份有限公司关于出资设立合资公司暨关联交易的公告本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带责任。重要内容提示：陕西煤业股份有限公司(以下简称“公司”或“陕煤股份”)拟与瑞茂通供应链管理股份有限公司(以下简称“瑞茂通”)共同出资设立陕西陕煤供应链管理有限公司，合资公司注册资本为人民币400,000万元。过去12个月内上市公司与同一关联人或与不同关联人之间交易类别相关的关联交易未达到3000万元且占上市公司最近一期经审计净资产绝对值5%以上。需提请投资者注意的其他事项：此次投资设立合资公司尚需企业登记机关批准，具有一定的不确定性；企业成立后，在具体的项目经营中可能面临政策风险、市场风险、管理风险等风险，导致投资可能不达预期。敬请广大投资者注意投资风险。一、关联交易概述陕煤股份拟与瑞茂通共同出资设立合资公司，合资公司注册资本为人民币400,000万元。瑞茂通的实际控制人为本公司独立董事万永兴，瑞茂通属于本公司的关联方。因此，根据《股票上市规则》的规定，本次对外投资设立合资公司的事项构成了上市公司的关联交易。根据《上市公司重大资产重组管理办法》，本次交易不构成重大资产重组。至本次关联交易为止，过去12个月内上市公司与同一关联人或与不同关联人之间交易类别相关的关联交易未达到3000万元且占上市公司最近一期经审计净资产绝对值5%以上。二、关联方介绍(一)关联方关系介绍瑞茂通的实际控制人为本公司独立董事万永兴，瑞茂通属于本公司的关联方。(二)关联法人基本情况","该文本情感是中性的。"
"2019-08-16 07:53:01","陕西煤业股份有限公司第三届董事会第八次会议决议公告","证券代码：601225 证券简称：陕西煤业公告编号： 2019-025陕西煤业股份有限公司第三届董事会第八次会议决议公告本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带责任。一、董事会会议召开情况陕西煤业股份有限公司(以下简称“公司”)第三届董事会第八次会议通知于2019年8月9日以书面方式送达，会议于2019年8月16日以通讯方式召开。会议应参加表决的董事7名，实际表决的董事7名。本次会议的召开程序及出席董事人数符合《中华人民共和国公司法》等法律、法规和《公司章程》的规定。二、董事会会议审议情况经与会董事一致同意，会议形成决议如下：1、通过《关于增补董事的议案》赞成票：7票， 反对票：0票， 弃权票：0票。经公司董事会资格审核，董事会同意提名华夏人寿保险股份有限公司推荐的李先锋先生为公司第三届董事会董事候选人，任期自公司股东大会审议通过之日起至第三届董事会届满时止。公司独立董事对本议案发表了同意的独立意见。本议案尚需提交公司股东大会审议。2、通过《关于修改公司章程的议案》赞成票：7票， 反对票：0票， 弃权票：0票。同意根据中国证监会《关于修改的决定》，为进一步完善公司治理，对《公司章程》相关条款内容进行相应修改。本议案尚需提交公司股东大会审议。3、通过《关于及摘要的议案》","该文本情感是中性的。"
