"Date","Title","Content","qwen_lora2_情绪提取"
"2019-12-26 13:54:37","白云机场今年旅客吞吐量破7000万人次 规划建设高速磁悬浮","12月26日上午，在广州市政府部门定期新闻发布会上，广州空港经济区管理委员会副主任邓建清透露，12月14日，白云机场年旅客吞吐量已实现7000万人次的新跨越，成功晋身全球“七千万级旅客出行俱乐部”。邓建清表示，今年，白云机场三期扩建工程前期工作已启动，正加快推进第四、第五跑道和3号航站楼等主体工程建设，预计到2025年三期扩建工程基本完成，临空经济示范区综合交通体系全面建成，旅客吞吐量达9000万人次，国际旅客占比达到30%，货邮吞吐量达到300万吨，航空及相关产业总产值突破1000亿元。截至目前，白云机场航线网络已覆盖全球超过230个航点，其中国际及地区航点94个；拥有航线超过300条，其中国际及地区航线166条，国际航线网络遍布全球5大洲的94个航点，辐射包括29个“一带一路”沿线国家共50个城市，与国内、东南亚主要城市形成“4小时航空交通圈”，与全球主要城市形成“12小时航空交通圈”。据介绍，广州空港委正在推进编制广州国际性综合交通枢纽发展战略规划，规划建设“4条高铁、2条城际、4条地铁和1条高速磁悬浮”的空铁联运骨架网络，形成广州国际综合空铁枢纽，并谋划促进空铁融合发展，打造空铁融合经济区，同步推进“六横七纵”高快速路网建设，构建互联互通综合交通网络体系。","该文本情感是积极的。"
"2019-11-29 09:45:49","白云机场启动资产置换 双酒店+能源管理为航空主业添翼","作为国内三大门户复合型枢纽机场之一、位于珠三角的白云机场(600004，SH)，在做大做强航空主业的路上又往前迈进了一大步。11月27日晚间，白云机场发布资产置换暨关联交易的公告：上市公司控股股东广东省机场管理集团有限公司(以下简称机场集团)以所持有的合计作价10.21亿元的广东空港航合能源有限公司(以下简称航合公司)100%的股权以及旗下两所酒店相应的经营性资产及负债，与上市公司所持有的作价为8.57亿元的广州白云国际机场航空物流服务有限公司(以下简称物流公司)51%股权进行资产置换，差额部分由上市公司以现金补足。其中，上市公司置入资产中的航合公司为专业的能源供应和管理公司，未来将提升机场能源管理安全和效能；酒店资产毗邻白云机场，凭借卓越的地理位置将提升白云机场为旅客休息和过夜提供多层次优质服务的能力。而置出资产物流公司将更好整合两大股东白云机场和机场集团的资源，打造大湾区一体化航空物流平台，实现上市公司利益最大化。可以预见，本次资产置换将为白云机场航空主业的持续稳定发展注入新动能，扩展业绩增长空间，为上市公司股东谋取最大的利益。业务协同化逐渐完善资产结构本次资产置换是增强白云机场经营独立性、业务及资产完整性的重要举措，新置入资产将与航空服务业务深入互动与补充，充分发挥协同效应。首先，从航合公司来看，航合公司长期为白云机场提供水、电、油等能源相关服务。2019年，白云机场预计需向航合公司支付水电及水电管理费4.2亿元。能源支出作为机场运营的重要成本之一，随着白云机场旅客吞吐量逐年上升、能源需求量与日俱增，成本管控和能效提升显得尤为重要。航合公司置入上市公司后，白云机场的水电气管理、运营、维护、计量等后勤保障工作将实现一体化管理和统一控制，每年将不再支出水电管理费，上市公司可以加强成本管控。同时，专业的能源管理将更好地保障白云机场正常运行，提升机场能源管理安全和效能，为打造一流的航空枢纽提供更坚实的支撑。其次，从酒店资产来看，本次将置入的两所酒店分别为广东省机场管理集团有限公司白云机场铂尔曼大酒店(以下简称铂尔曼酒店)和广东省机场管理集团有限公司白云机场航湾澳斯特精选酒店(以下简称澳斯特酒店)。两所酒店均具备极佳的区位优势。其中，铂尔曼酒店直通白云国际机场一号航站楼，是距离白云机场航站楼最近的酒店；澳斯特酒店位于机场南工作区，距离白云机场航站楼仅2公里。凭借毗邻白云机场的卓越地理位置，两所酒店业绩表现优秀，入住率均处于酒店行业相对较高水平。铂尔曼酒店近几年平均入住率达到84%-88%，澳斯特酒店2019年1-6月平均入住率则高达92.60%。值得一提的是，铂尔曼酒店已连续五年蝉联“SKYTRAX中国最佳机场酒店”。近年来，机场酒店在发展临空经济的作用逐渐被重视，机场和酒店一体化运营逐渐成为趋势。本次置入优质的酒店资产，有利于打造白云机场完整的旅客服务链。例如，铂尔曼酒店可以利用会议中心，为全国乃至全球客户提供更多的商务会议及小型会展服务；酒店免费专车往返直达停机坪和酒店大堂、提供头等舱安检通道增值服务；机场亦可利用柜台、指引牌等多渠道为酒店导流，提高酒店入住率和客单价，实现酒店与白云机场通会员互通等。收入多元化大幅提升盈利能力置入能源和酒店资产，除了业务协同之外，对上市公司收入来源和盈利能力的扩展和提振作用也不容小觑。根据立信出具的报告，本次交易模拟白云机场2018年备考净利润增加5394.59万元，增厚约5%。","情感倾向是积极。"
"2019-11-29 07:51:03","13年后再与控股股东资产置换 白云机场内部调整引关注","11月27日下午，白云机场发布与其控股股东广东省机场管理集团有限公司(以下简称“机场集团”)进行资产置换的公告，拟用上市公司旗下航空物流公司的51%股权与机场集团持有的广东空港航合能源有限公司100%股权以及两家酒店等相关资产进行置换。对于白云机场此番资产置换背后的逻辑，中国(深圳)综合开发研究院新经济研究所执行所长周顺波在接受《证券日报》记者采访时表示，“此举或意在提高公司资产质量，增强上市公司的造血能力，并以此获得更高市场估值。”实际上，白云机场与机场集团的本次资产置换实际上是继2006年时隔13年后的再一次资产置换，此次资产置换对上市公司未来业绩的影响也备受市场关注。上市以来的两次资产置换《证券日报》记者注意到，此次置入上市公司的相关资产的交易价格合计为10.21亿元，较净资产增值43.26%，置出的物流公司51%股权的交易价格为8.57亿元，较净资产增值268.52%，上市公司需向机场集团支付1.64亿元差额。据悉，白云机场还将与机场集团重新划分国内航空主业收入中旅客服务费(以下简称“旅客服务费”)的分成比例，由原来的上市公司占85%、机场集团占15%，变更为上市公司占100%。同时，上市公司将按物流公司年营收的4%向物流收取经营权使用费。实际上，这并不是白云机场与机场集团第一次进行资产置换，早在2006年6月份，白云机场曾发布与机场集团进行资产置换的相关公告，两次资产置换时间间隔13年之久。2006年6月份，白云机场的新机场启用近两年时间，此时白云机场主要生产经营及办公场所均由旧白云机场转移至新白云机场，而位于老机场的部分房屋建筑与机器设备租赁给机场集团使用或处于闲置状态，而新机场相关办公场所为机场集团所有，当时白云机场持有50%股权的广州白云国际机场宾馆有限公司(以下简称“机场宾馆”)也处于亏损状态。据公司当初发布的资产置换公告显示，彼时白云机场宣布以持有的机场宾馆50%股权及部分位于老白云机场的土地、房屋建筑物、机器设备与机场集团持有的部分位于新白云机场的建筑、设备进行资产置换。包含机器设备、土地使用权、机场宾馆50%股权等在内的置出资产评估价值达1.98亿元，而相关置入资产的评估值合计为2.07亿元。业绩影响受关注实际上，在此次宣布与机场集团进行资产置换之前，白云机场正面临成本上升等因素带来的盈利下滑压力，而市场也较为关注资产置换带来的盈利变化。","该文本情感是中性的。"
"2019-11-29 02:20:09","13年后再与控股股东进行资产置换 白云机场内部调整引关注","11月27日下午，白云机场发布与其控股股东广东省机场管理集团有限公司(以下简称“机场集团”)进行资产置换的公告，拟用上市公司旗下航空物流公司的51%股权与机场集团持有的广东空港航合能源有限公司100%股权以及两家酒店等相关资产进行置换。对于白云机场此番资产置换背后的逻辑，中国(深圳)综合开发研究院新经济研究所执行所长周顺波在接受《证券日报》记者采访时表示，“此举或意在提高公司资产质量，增强上市公司的造血能力，并以此获得更高市场估值。”实际上，白云机场与机场集团的本次资产置换实际上是继2006年时隔13年后的再一次资产置换，此次资产置换对上市公司未来业绩的影响也备受市场关注。上市以来的两次资产置换《证券日报》记者注意到，此次置入上市公司的相关资产的交易价格合计为10.21亿元，较净资产增值43.26%，置出的物流公司51%股权的交易价格为8.57亿元，较净资产增值268.52%，上市公司需向机场集团支付1.64亿元差额。据悉，白云机场还将与机场集团重新划分国内航空主业收入中旅客服务费(以下简称“旅客服务费”)的分成比例，由原来的上市公司占85%、机场集团占15%，变更为上市公司占100%。同时，上市公司将按物流公司年营收的4%向物流收取经营权使用费。实际上，这并不是白云机场与机场集团第一次进行资产置换，早在2006年6月份，白云机场曾发布与机场集团进行资产置换的相关公告，两次资产置换时间间隔13年之久。2006年6月份，白云机场的新机场启用近两年时间，此时白云机场主要生产经营及办公场所均由旧白云机场转移至新白云机场，而位于老机场的部分房屋建筑与机器设备租赁给机场集团使用或处于闲置状态，而新机场相关办公场所为机场集团所有，当时白云机场持有50%股权的广州白云国际机场宾馆有限公司(以下简称“机场宾馆”)也处于亏损状态。据公司当初发布的资产置换公告显示，彼时白云机场宣布以持有的机场宾馆50%股权及部分位于老白云机场的土地、房屋建筑物、机器设备与机场集团持有的部分位于新白云机场的建筑、设备进行资产置换。包含机器设备、土地使用权、机场宾馆50%股权等在内的置出资产评估价值达1.98亿元，而相关置入资产的评估值合计为2.07亿元。业绩影响受关注实际上，在此次宣布与机场集团进行资产置换之前，白云机场正面临成本上升等因素带来的盈利下滑压力，而市场也较为关注资产置换带来的盈利变化。据统计数据显示，白云机场2018年全年和2019年前三季度营业收入77.47亿元和58.33亿元，分别实现同比增长14.57%和0.51%；分别实现归属于上市公司股东的净利润11.29亿元和5.73亿元，同比减少29.24%和37.64%。对于白云机场今年前三季度以来的经营状况，华泰证券出具的相关研报分析认为，成本的上涨超预期是业绩低于预期并大幅下滑主要原因。营收端受民航发展基金返还取消影响，并且广告和有税招商表现平淡，拖累营收端增速。而市场也较为关注此次资产置换对公司经营的影响，白云机场在资产置换公告中宣称，资产置换将增强上市公司经营独立性、业务及资产完整性，提升公司盈利能力与运行保障能力，扩展物流业务发展空间、减少关联交易。华讯投资资深分析师彭鹏在接受《证券日报》记者采访时表示，“相对公司2019年前三季度末259.31亿元的总资产体量，此次资产置换涉及的资产体量并不算大。就置换的企业主体而言，置出的物流公司业务接近饱和，置入的酒店及能源公司仍有发展空间，本次置换的目的主要还是小规模优化上市公司的业务结构。这次资产置换主要还将获取原归集团的国内航线旅客服务费的15% 分成。考虑到2018 年公司国内线旅客服务费占公司税前利润的7.7%，且该部分收入未来将跟随旅客流量增长而水涨船高，对于公司业绩而言是显著利好。”","情感倾向是中性。"
"2019-11-28 15:36:01","白云机场：业绩有望向上提振 维持“增持”评级","天风证券发布白云机场的研报指出，公司是我国民航三大枢纽机场之一，未来航空主业及非航收入的发展潜力依旧巨大。2019年公司业绩迈过产能周期初期探底后，得益于航空及非航收入的共同刺激，在未来T3航站楼投产前将不断上升。考虑到有税商业重新招标租金进入的时间点依旧不确定，以及本次资产置换后公司收入成本构成均会发生一定变化，我们仍然暂不调整盈利预测，预计2019-2021年EPS分别为0.46元、0.64元、0.79元，维持“增持”评级。","该文本情感是积极的。"
"2019-11-28 03:11:00","机场内部整合潮起 白云机场再迎控股股东优质资产注入","11月27日晚，白云机场发布资产置换暨关联交易公告，公司将与控股股东广东省机场管理集团有限公司(简称“机场集团”或“控股股东”)进行一系列资产置换，通过本次置换，机场集团持有的盈利能力更强的资产将被注入到上市公司，上市公司旅客服务费的分成比例将从85%提升至100%。白云机场相关人士对中国证券报记者表示，本次资产置换将进一步增强上市公司经营独立性、业务及资产完整性，提升上市公司盈利能力与运行保障能力，减少关联交易，确保上市公司利益最大化。盈利能力得到提升整体来看，上市公司将盈利能力稍弱的资产置出，获得控股股东盈利前景较好的机场公用资产和酒店资产。通过此次交易，上市公司整体资产质量得到明显改善。根据具体方案，机场集团以所持有的航合公司100%的股权以及铂尔曼酒店、澳斯特酒店相应的经营性资产及负债，与上市公司所持有的物流公司51%的股权进行资产置换，差额部分以现金补足。其中，航合公司100%股权作价7.54亿元，铂尔曼酒店经营性资产及负债作价2.28亿元，澳斯特酒店经营性资产及负债作价3950.01万元，物流公司51%股权作价8.57亿元，上市公司需向机场集团以现金方式支付差额1.64亿元。公告显示，将被置入上市公司的三项资产盈利能力良好，在提升上市公司盈利能力的同时，将为其减少相当部分的费用支出。其中，航合公司置入上市公司后，白云机场每年将不再支出水电管理费，上市公司可以加强成本管控。航合公司2018年经审计的净利润为3338.21万元。铂尔曼酒店是一家五星级酒店，每年平均入住率可达到85%，2018年经审计的净利润为2946.5万元。澳斯特酒店常年入住率为90%，2018年经审计的净利润达到622万元。本次上市公司拟置出的资产物流公司，近年来发展面临一些瓶颈，从上市公司置出将有助于解决物流公司目前的发展限制。其中，物流公司生产经营设施需使用土地资源，而机场集团拥有的白云机场土地资源均为划拨用地，无法直接注入上市公司。鉴于目前物流公司已达设计货物处理能力80%左右，业务发展将于近年遭遇瓶颈，即将达到设施容量的上限，未来收益也将基本封顶。公司表示，利用机场集团土地及政策资源优势，物流公司可建设发展更多货运设施资源，有助于释放潜力、做大体量，会为物流公司的股东带来更大更长远的收益，上市公司亦可分享更大收益。另一方面，现阶段物流公司运营模式单一，未发展上下游业务，与航空物流全产业链发展趋势不适应。由机场集团控股后，物流公司可更好整合机场集团下辖各项物流资源，争取更多优惠政策，如海关货物通关政策、财政补贴政策等，建设新的物流货站设施，加快集疏运体系建设，大力提升货运处理效率，实现转型升级，打造粤港澳大湾区一体化航空物流平台。为充分保障上市公司及中小股东利益，机场集团同意，自本次资产置换交割之日起五年内，上市公司享有一次回购物流公司股权的权利，即上市公司有权要求机场集团将本次交易取得的全部物流公司股权按届时评估值转让给上市公司。因此，上市公司在本次资产置换中拥有充分的主动权，可以选择重新取得物流公司的控制权。","该文本情感是积极的。"
"2019-11-27 22:55:10","物流收益封顶？白云机场拟置换资产讲新故事","11月27日下午，广州白云机场发布资产置换公告，称将原有资产航空物流公司的51%股权置换给广东省机场集团，换入集团原持有的广东空港航合能源有限公司100%股权以及两家酒店铂尔曼酒店和澳斯特精选酒店的资产与负债。白云机场方面解释称进行资产置换的原因是为上市公司增添多元化收入及利润来源，完善了航空主业和配套服务。不过实际原因或是因为物流公司业务发展将于近年遭遇瓶颈，即将达到设施容量的上限，未来收益也将基本封顶，白云机场急需性资产讲新的故事。根据公告，广东机场集团以所持有的广东空港航合能源公司100%的股权以及铂尔曼酒店、澳斯特酒店相应的经营性资产及负债与白云机场所持有的物流公司51%的股权进行资产置换，差额部分以现金补足。其中航合公司100%股权作价7.54亿元，铂尔曼酒店经营性资产及负债作价2.28亿元，澳斯特酒店经营性资产及负债作价3950.01万元，物流公司51%股权作价8.57亿元，白云机场需向广东机场集团以现金方式支付差额1.64亿元。除上述资产置换外，白云机场还公告公司与机场集团重新划分国内航空主业收入中旅客服务费的分成比例，由上市公司占85%、机场集团占15%，变更为上市公司占100%，机场集团不再享有旅客服务费分成，2018年15%旅客服务费对应金额为1.19亿元；上市公司将按物流公司年营业收入的4%向物流公司收取经营权使用费。2018年，模拟计算物流公司营业收入4%对应的经营权使用费为2536.07万元。白云机场表示，旅客服务费是公司主营航空性业务收入的重要组成部分，对业务完整性具有重要意义。旅客服务费全部由白云机场享有后，将较大幅度增加上市公司的收入、利润和现金流水平。受益于粤港澳大湾区规划及白云机场T2航站楼启用，旅客吞吐量逐年提升。未来随着白云机场的T3航站楼及新跑道的建设推进，旅客吞吐量还将进一步提升，15%旅客服务费对应收入将随之提升，并为公司贡献更多业绩增长空间。该公司还表示，此次置入资产皆为独立的经营性业务，发展前景良好，其中航合公司除水电气保障供应业务外，进一步开展了地面加油站业务、驻场单位电力供应业务等，并已与中航油开展航油业务合作，均具有良好的盈利性和发展前景；酒店资产占据卓越地理位置，将提升白云机场为旅客休息和过夜提供多层次优质服务的能力，加快促进机场、酒店一体化运营，并为白云机场提供良好的现金流。本次资产置入为上市公司增添多元化收入及利润来源，完善了航空主业和配套服务，有助于发挥协同作用，实现降本增效，并进一步提升资产和业务的完整性，增强上市公司独立性，减少关联交易，提升客户体验和盈利能力，实现战略聚焦。而对于置出资产，白云机场介绍，有助于突破物流公司发展瓶颈，为股东带来更大收益。据了解，物流公司生产经营设施需使用土地资源，而机场集团拥有的白云机场土地资源均为划拨用地，无法直接注入上市公司。鉴于目前物流公司已达设计货物处理能力80%左右，业务发展将于近年遭遇瓶颈，即将达到设施容量的上限，未来收益也将基本封顶。随着白云机场规划中的新跑道逐步建成，物流需求必将随之上升。利用机场集团土地及政策资源优势，物流公司可建设发展更多货运设施资源，有助于释放潜力、做大体量，会为物流公司的股东带来更大、更长远的收益，白云机场亦可分享更大收益。","情感倾向是积极的。"
"2019-11-27 19:58:14","白云机场：与控股股东资产置换 将独享旅客服务费","白云机场(600004)27日晚公告，控股股东机场集团以所持有的航合公司100%股权以及铂尔曼酒店、澳斯特酒店相应的经营性资产及负债与公司所持有的物流公司51%的股权进行资产置换，差额部分由公司以现金补足。此外，公司与机场集团重新划分旅客服务费的分成比例，由公司占85%、机场集团占15%，变更为公司占100%，机场集团不再享有旅客服务费分成，2018年15%旅客服务费对应金额为1.19亿元。","该文本情感是中性的。"
"2019-10-29 21:04:42","又一白马股“炸盘”！白云机场为何骤然跌停？折旧费高达12亿！增收不增利","又一只白马股“炸盘”了。10月29日，此前股价呈现单边上涨趋势的白云机场(600004.SH)，突然放量跌停，成为A股当日15只跌停股(扣除科创板)之一。复盘还发现，本次股价跌停，是白云机场今年以来出现的首个跌停板。而10月29日，适逢白云机场披露三季报，其同比下降37.64%的业绩，引发了投资者抛售。营收继续保持增长白云机场的白马股形象，之前颇为深入人心。公开资料显示，白云机场股价从今年1月17日起步，至10月11日，区间上涨幅度达到147.89%，并且创下了历史新高，令市场侧目。2003年4月上市的白云机场，此前的业绩表现更是光彩夺目。上市前的2002年，其净利润为2.87亿元；到了2017年，其业绩达到了15.96亿元。其间，除了2005年和2018年的净利润分别同比下降16.27%与29.24%，其余年份均实现了正增长。而从营业收入来看，白云机场上市以来每年都处于增长态势。白云机场业绩从2018年开始进入下滑通道，主要在于T2 (二号航站楼)投入使用后，折旧、运营维护等成本费用增加，并且自2018年11月29日起民航发展基金返还作收入政策取消。公开资料显示，白云机场第二航站楼总投资135亿元，于2018年4月26日投入使用。事实上，单从营业收入来看，白云机场2018年同比增长达到14.57%，今年前三季度也增长了0.51%。而据民生证券研报，仅今年机场建设费返还取消，对白云机场预计影响单季度收入2亿元。但证券研究机构普遍预计，白云机场后续主业增速将继续维持较快水平。","该文本情感是消极的。"
"2019-10-29 15:38:41","又一大白马跌停！白云机场三季报净利降四成 业绩为何不及预期？","白云机场今日开盘就开始跳水，9:36，白云机场跌停。自10月16日起，白云机场股价便开始不断下挫，已累计跌超17%。今日，机场板块领跌市场，跌幅超4%。白云机场领跌板块。深圳机场，上海机场跌幅超2%。白云机场披露三季报，前三季度实现净利润9.19亿元，同比下降37.64%。不少分析认为是，因为含税商品租金减少以及税费增加，公司三季报业绩低于市场预期。天风证券分析师姜明称，含税商业租金收入下滑或成为收入增长降速的原因。公司三季度免税租金收入延续高速增长势头，但扣除民航发展基金返还影响后，公司收入增速增长约为6%，基本与业务量增速持平，可见非航收入增速放缓。参考公司与中信出版的仲裁一事，三季度含税商业租金收入下滑或为非航收入增速放缓的主要原因。今年机场建设费返还取消，预计影响单季度收入 2 亿元。T1和T2有税商铺退租拖累三季度收入增速，三季度有税商业收入预计出现下滑。民生证券分析师也表示。姜明认为，随着公司国际线时刻的不断增长，旅客消费能力的提升伴随着大力促销，免税销售额仍将持续爬坡，非免税方面，随着后续招商重启，新商家入驻，含税商业收入将有所恢复。“由于免税销售持续爬坡，未来有望逐步对冲有税商业租金下降带来的损失，同时有税商业招商本身仍有改善空间。中期而言，在机场和中免经营合力下，判断白云远期免税销售额较今年预测的18亿-20亿规模仍有3倍以上成长空间，短期有税商业的影响在长期可以被完全抹平。”民生证券分析师顾熹闽则相对乐观。也有分析师称，继续看好白云机场国际客增长及旅客消费力提升拉动下的免税租金收入持续攀升，短期收入成本变化或在一定程度上造成股价波动，但不改变免税主逻辑的大方向，继续看好公司业绩前景。","该文本情感是消极的。"
