"Date","Title","Content","qwen_lora2_情绪提取"
"2019-12-27 20:30:49","聚焦生态圈 苏宁易购打造开放赋能新路径","“我们要重点打造跟消费者‘一小时’需求相关的，更近、更快、更有温度的生态圈。”苏宁控股集团高级投资总监许世刚12月27日表示，2019年完成了家乐福控股权的并购之后，苏宁易购未来将会首先围绕家乐福现有的200多家门店，进一步把苏宁小店的网络完善起来。2019年9月底，苏宁易购完成收购家乐福中国的股权交割之后，与家乐福中国在业态融合、供应链整合、物流网络等方面正在不断融合。而在苏宁易购的眼中，家乐福的作用和价值远不止一家大型超市卖场那么简单。“我们知道，社区的生意大家都想做，希望通过社区来抓流量。而苏宁易购的优势在于，我们有信心做以苏宁小店为载体的‘一小时’生活圈，能够更好抓住消费者，让其成为苏宁生态常购的用户”，许世刚认为，要实现这一目标，苏宁易购的底气首先来自于家乐福的支撑。通过在200多家家乐福周边3-5公里区域密集布局苏宁小店，可以使得苏宁小店在商品的丰富度以及商品配送效率获得提升，这是苏宁易购今年花大力气去收购整合家乐福背后的核心逻辑。在许世刚看来，家乐福和万达百货使得苏宁易购能够在短时间内，实现快消以及百货这两大品类在场景、供应链等多个方面能力的补强。完成这两笔交易之后，苏宁易购全场景、全品类的战略布局基本完成。“苏宁全场景零售的特点在于，基于自身的创新和积淀，我们塑造了双线均超千亿规模的智慧零售体系。未来，苏宁易购会背靠场景建设、供应链、物流、科技等能力支撑，进一步把线下开店的系统能力开放出去，把线上平台资源进行更大的开放，吸引更多优质的商家，以及希望使用苏宁全场景零售基础设施创业的中小合作伙伴。”而在不久前苏宁召开的2020年工作部署会上，“开放赋能”也成为被多次提及的一个词语。苏宁控股集团董事长张近东明确了明年两大业务导向：开放从1到N，聚合从N到1。其中，“从1到N”就是指苏宁以零售为核心，发展多渠道、多端口，全场景、全品类，并实现零售核心能力和资源的输出，赋能行业与社会。","该文本情感是中性的。"
"2019-12-26 21:33:19","苏宁控股张近东：推出“苏宁乡村振兴‘521’计划”","12月26日，苏宁控股集团董事长张近东在苏宁29周年庆典上表示，2019年苏宁依然保持了稳健的发展势头。更为重要的是，围绕核心能力构筑，苏宁在智慧零售建设、产业布局等方面都取得了具有战略意义的成果。随着对家乐福中国、万达百货等企业的收购，苏宁正式完成了全场景零售的布局，成为国内场景最丰富、渠道最完善的零售企业；与此同时，苏宁聚焦智慧零售生态，面向未来形成了零售、金融、置业等协同发展的产业发展架构，实现了从产业布局向产业深耕的迈进。张近东称，苏宁正式推出“苏宁乡村振兴‘521’计划”，计划未来十年在乡村地区布局5000个苏宁村、2000个县级苏宁易购中华特色馆、10万家苏宁零售云门店。“521”取自三个目标的首个数字，同时也寄托着苏宁帮扶乡村、振兴乡村的深切感情。“521”计划既是苏宁参与乡村振兴的公益战略，也是具体的项目工程，是苏宁自身产业发展、资源能力、业务布局与社会事业全面深度对接的过程。张近东表示，明年是苏宁第三个十年的收官年。面向第四个十年，苏宁要实现更长久稳健的发展，既要建立与时代发展相匹配的战略愿景，云化发展、开放赋能；更要铸就与社会建设相交融的公益之心，以产业富农助力乡村振兴。因此，在公益庆生之际，苏宁发布未来十年的公益战略，同时这也是第一次发布苏宁公益的十年战略。","情感倾向是积极。"
"2019-12-26 02:05:22","张近东：严厉中不失温情","2019年的张近东，很“燃”也很忙。通过收购万达百货37家百货门店，苏宁成功补足了自己在百货领域的短板。今年9月份，家乐福中国80%股权收购交易落下锤音，苏宁最后一块版图大快消补齐后，全产品、全场景正式成型。实业起家的张近东低调务实。29年前，怀揣着创业梦想，正值青春韶华的他放弃稳定工作，拿着东拼西凑来的10万元在南京创立了“苏宁交电”。29年后，一个千亿元级企业崛起，28万名员工，6亿生态会员，近13000家智慧门店……跨越时代的长河，张近东带着苏宁从一条“小舢板”发展成为一艘“千亿元级大航母”。熟悉苏宁的人都知道，张近东是个严厉派，“他见不得任何细节出问题”。只要细节出了错，吼声肯定不久就到，在苏宁不少老员工的印象中，张近东的吼声不仅“地动山摇”，而且似乎如影随形。可是严苛之中又不乏温情。2019年9月5日晚19点起，苏宁员工开始了一场大型朋友圈刷屏活动，主题是“2019苏宁之夏”。一贯低调的张近东现身晚会，以一首粤语歌曲压轴演唱，台下的员工直呼“好嗨呦，再来一个。”与90后同台飙歌，那个以往高高在上的冷峻严厉的大家长，现在似乎越来越“能玩”、“能嗨”了。或许正是在这样的张弛有度之下，苏宁才展现出了相较其他企业少有的凝聚力。2020年的脚步已近，张近东早早地召开了新一年的工作部署会。推动零售变革，张近东已然规划好智慧零售的升级路径。“中国企业发展背靠40万亿元规模的消费市场，这样的市场体量是任何一家海外企业都羡慕和向往的，只要想做，就有空间。”按照张近东的设想，苏宁的目标是要围绕零售这一核心，构建一个覆盖物流、科技、金融、地产、文创、体育等多产业协同发展的大零售生态圈。","情感倾向是积极。"
"2019-12-20 02:21:55","破局零售数字化时代 苏宁等巨头剧透明年增长“法宝”","中国零售业的发展及其成就令世界瞩目。国家统计局数据显示，今年前三季度，全国社会消费品零售总额达到29.7万亿元，同比增长8.2%，最终消费支出对经济增长的贡献率达到60.5%。面对市场新技术、新业态层出不穷，信息化、数字化不断渗透，线上线下加速融合的大背景，岁末年终，零售业巨头们选择了提前曝光2020年增长“法宝”。《证券日报》记者日前了解到，12月16日至12月17日，苏宁召开了2020年度工作部署会，会上，苏宁控股集团董事长张近东多次提到“开放”二字，明确了2020年两大业务导向“开放从1到N，聚合从N到1”，深化全场景发展，加大资源能力的开放与输出。无独有偶，面向数字经济时代，12月18日，阿里巴巴在ONE商业大会上也就2020年企业增长发布了三大关键词——新客、新品、新组织。数字化升级满足市场多元需求数字经济时代，消费者的需求提档升级，以消费者服务为中心的数字化运营，已经成为所有企业的共识。近日，阿里巴巴高层透露，经过一年的努力，阿里巴巴数字经济体和所有商家一起，通过深度数字化满足消费者的多元需求，已经有越来越多值得跟大家分享的故事，这些共同的实践将激发、创造新的商业增长动力。“服务业态消费升级，新渠道消费分流加速，新趋势的背后都得益于技术的驱动。”在零售业另一巨头苏宁张近东看来，技术驱动是未来拓展零售业空间的关键，正处于转型升级阶段的零售产业蕴藏着巨大的机会。历经近30年发展，苏宁在2019年先后完成对万达百货和家乐福中国的收购，补齐了大快消和百货发展的短板，形成了以零售为核心的智慧零售大生态，全场景、全品类的布局也正式成型。“从传统卖场到连锁便利以及苏宁易购电商平台，苏宁的整体布局较为立体。”谈及苏宁近些年的发展，前中通商业副总裁孟奇告诉记者，“人、货、场、支付、供应链是线上和线下零售的底层逻辑，都具备的就是生态。以现有竞争格局来说，新玩家可以做的是单点突破，品牌商做好产品、经销商维护好渠道、渠道做好资源整合服务各司其职的同时，可以叠加渠道构建自己的小生态。”在苏宁智慧零售全场景布局已经完成的基础上，张近东表示2020年要继续稳健投入与发展，以用户服务为宗旨、以产业生态精细化运营为核心，加大在商品、物流、科技等零售基础设施领域的投入，提升全场景运营能力建设，为用户提供更丰富、更便捷的消费服务体验。据悉，2020年苏宁将重点加大智慧零售基础设施方面的投入，强化互联网店面模型建设和升级、打造物流仓配一体的核心能力、提升零售科技能力的研发与应用，将新增各类互联网店面10000家，同时将加大技术人才、1200工程管培生等各类人才的引进，计划新增人员8000人。而在科技、物流等领域基础设施投入上，新增额将不低于400亿元。","情感倾向是积极的。"
"2019-12-18 17:22:25","苏宁易购：全场景零售体系初成 苏宁价值或被低估","平安证券指出，苏宁易购是家电3C领域领先的线下零售商，电器门店&零售云店分占城市&下沉零售市场且优势明显。线上平台市占率虽低但经营成熟，是公司争夺零售巨头席位的入场券。新零售时代苏宁负重前行，新业态快速扩张+多次重要并购以搭建全场景零售体系。SOTP法测算公司整体价值为1,269.38亿元，目前市值或被低估，首次覆盖给予“推荐”评级。预测19-21年公司营收2,934.75、3,812.16、4,694.22亿元，同比增19.8%、29.9%、23.1%；归母净利124.31、32.65、43.30亿元，同比-6.7%、-73.7%、+32.6%，对应EPS1.34、0.35、0.47元，PE7.6、29.0、21.8倍。","情感倾向是积极。"
"2019-12-18 17:02:02","从苏宁零售云下沉动作 看县镇市场新变革","今年，“下沉市场”这个词可以说是占据了整个零售行业的C位。9亿多人口、万亿级规模，无疑蕴藏着极大的消费潜力，吸引了各大零售企业纷纷涉足。阿里推出新聚划算版块，将其作为下沉市场的抓手；京东拼购独立运营，更名为“京喜”，拼多多将“限时秒杀”升级为“秒拼”独立事业群，重点布局县镇市场；苏宁零售云作为苏宁智慧零售下沉县镇的重大战略项目，今年在版本升级的同时实现了数量和区域的双重拓展，在竞争环伺的下沉市场显现出惊人的爆发力，在这片原本就不平静的蓝海中激起更大的波涛。战略布局，激活下沉市场消费新需求下沉市场流量成为增长新引擎，今年，苏宁全场景布局，覆盖全渠道，将苏宁零售云和苏宁小店一同作为破局下沉市场的渠道根基，构建离消费者最近的零售场景，将省时、省钱、省力、省心的体验全力下沉。与一二线城市相比，“下沉市场”在移动设备拥有量和物流设施上都有所欠缺，但小镇青年的消费理念正在与一二线消费者趋同，更为注重品质和消费体验。下沉市场正在经历一场消费升级。这也解释了苏宁零售云为何能在今年取得显著的拓展成果。数据显示，零售云2017年开店仅39家，到2019年9月开店数量就突破4000家，截至12月1日零售云开店规模已经高达到4631家。短短的两年时间，实现了从1到N的快速裂变，创下了月销突破10亿的销量记录，成为当之无愧的“县镇独角兽”。据悉，苏宁零售云规划到2021年实现12000店的布局。不仅是数量上的突飞，在区域上零售云也实现了急速的扩张。从最北的呼伦贝尔上库力街道到最南的三亚南滨农场，从最西的可克达拉迎宾大道到最东的舟山菜园镇，再到海拔2600米的西藏林芝地区，零售云正在逐渐向“一镇一店”的目标靠近，为更多偏远地区的消费者带去和内陆地区同样便利的购物体验。值得一提的是，苏宁今年发力线上社群运营，基于全国4000多家门店的规模，苏宁零售云已搭建1-2万个社群，覆盖全国500万人。通过线上线下融合的零售全场景店铺打造，精准地把握住了消费升级的趋势，有效地激活了消费需求，适时地革新了小镇青年消费观念。多元化、高质量产品的下行，也极大促进了乡村消费品质升级，提升了乡镇生活品质与幸福感。数字赋能，打造县镇市场的数字化下沉新样本站在消费升级的风口，面对零售业的变革，苏宁零售云着力从品牌、供应链、IT系统、零售能力以及增值服务等方面对传统零售门店进行多维度赋能，进行模式迭代。今年8月，苏宁易购副总裁顾伟在零售云合作伙伴大会上宣布苏宁零售云正式进入3.0时代，用数字化技术驱动线下零售产业变革，这意味着零售云将全面整合苏宁内外部品牌、供应链、运营、技术、物流、金融、服务等全价值链资源，全面赋能县镇零售商，持续优化其经营能力、盈利能力。","情感倾向是积极。"
"2019-12-18 00:18:28","张近东开了两天会 苏宁小店、零售云独立成为子集团","第一财经记者获悉，在为期两天(12月16日~17日)的苏宁2020年度工作部署会上，公司调整了新的组织架构，苏宁小店、苏宁零售云将独立成为子集团。对于苏宁而言，小店已不是单纯的零售小店。由于小店是距离消费者最近的业态，渗透率强、复购率高，承载着苏宁集团所有产业的协同和联动。目前，苏宁小店在全国的门店数5000多家，覆盖35000多个社区，辐射CBD、医院、学校、企业、交通枢纽等各类场景，服务用户超过1.2亿。苏宁易购零售云店依托苏宁的品牌、供应链、技术、物流、金融等全价值链资源开放给县镇创业者，截至目前零售云店突破4400家。随着近期苏宁易购正式完成了对家乐福中国股权收购。据悉，未来5年家乐福中国将在1-3线城市开设300家新型门店，并联合苏宁小店全面推出到家服务，为消费者提供全品类商品的同时打造成社区生活中心。在工作部署会上，苏宁控股集团董事长张近东表示，2020年苏宁将继续稳健投入，加大智慧零售基础设施建设，推进以服务用户为中心的零售场景迭代、服务能力升级以及新业务和新市场的拓展，并明确两大业务导向“开放从1到N，聚合从N到1”，深化全场景发展，加大资源能力的开放与输出。从1到N，是指苏宁以零售为核心，发展多渠道、多端口，全场景、全品类，并实现零售核心能力和资源的输出，赋能行业与社会；从N到1，是指旗下所有场景的打通与供应链的整合，聚合到互联网平台，聚焦零售本质，为消费提供聚合多元服务。2020年，苏宁将重点加大智慧零售基础设施方面的投入，强化互联网店面模型建设和升级、打造物流仓配一体的核心能力、提升零售科技能力的研发与应用，将新增各类互联网店面10000家，同时将加大技术人才、1200工程管培生等各类人才的引进，计划新增人员8000人。据了解，苏宁新增科技、物流等领域基础设施投入将不低于400亿。经过30年发展，苏宁已形成以零售为核心，金融、置业等产业协同发展的智慧零售大生态。2019年苏宁完成对万达百货和家乐福中国的收购，补上了大快消和百货发展的短板。张近东表示，依托苏宁供应链体系和互联网转型期间积累的技术优势，2020年聚焦开放，推动线上开放平台和线下能力输出的快速发展。财报数据显示，今年1-9月，苏宁易购实现营业收入同比增长16.21%至2010.09亿元；归属于上市公司股东净利润为119.03亿元，同比增长94.28%。在会员数量方面，截至9月30日，公司零售体系注册会员数量为4.7亿，2019年9月苏宁易购移动端订单数量占线上整体比例达到 94.43%。截至2019年9月30日的前12个月，公司年度活跃用户数规模同比增长48.29%，用户复购频次也有所增加。这是苏宁首次在财报中披露活跃用户规模的情况，但并未披露活跃用户的具体数量，以及占整体注册会员数量的比例。","情感倾向是积极。"
"2019-12-17 22:01:15","苏宁明年物流、科技投入400亿 苏宁小店、苏宁零售云“独立”","12月16日，苏宁召开2020年度工作部署会。会上，苏宁控股集团董事长张近东透露，2020年苏宁将继续稳健投入，加大智慧零售基础设施建设，推进以服务用户为中心的零售场景迭代、服务能力升级以及新业务和新市场的拓展，在新的组织架构中，苏宁小店、苏宁零售云独立成为子集团。苏宁控股集团董事长张近东提前召开明年战略部署会议。据了解，苏宁这一次的部署会比去年提前了近一个月。按照苏宁惯例，该会议以往是安排在春节后召开。张近东认为，零售行业正在迎来更多样化的变革，随着农村市场的崛起、中等收入人群规模的不断扩大，消费分级的现象愈加明显，“零售产业正处于转型升级的阶段，蕴藏着巨大的机会，技术驱动将是未来拓展零售业空间的关键”。张近东透露2020年苏宁将加大在商品、物流、科技等零售基础设施领域的投入。据了解，这些领域的基础设施投入将不低于400亿。具体而言，2020年苏宁将强化互联网店面模型建设和升级、打造物流仓配一体的核心能力、提升零售科技能力的研发与应用，将新增各类互联网店面10000家，同时将加大技术人才、管培生等各类人才的引进，计划新增人员8000人。2019年苏宁相继完成对万达百货和家乐福中国的收购，补齐了大快消和百货发展的短板。按照苏宁规划，明年苏宁易购零售云店会成为苏宁深耕“三农”市场、服务乡村振兴的主力产品。另外，苏宁小店、苏宁广场等也将创新运营模式，加大资源输出力度。未来苏宁小店与家乐福供应链逐步融合，将打造成为商品丰富、服务优质、网点密布的社区生活平台。南都记者获悉，在苏宁新的组织架构中，苏宁小店、苏宁零售云独立成为子集团。","情感倾向是积极。"
"2019-12-17 19:36:45","苏宁布局2020年：科技、物流领域投入将不低于400亿元","12月16日至17日，苏宁召开2020年度工作部署会，为明年的战略发展提前谋篇布局。苏宁控股集团董事长张近东在会上表示，苏宁智慧零售全场景布局已经完成，2020年要继续稳健投入与发展。在他看来，国家政策导向对行业发展的利好趋势，是苏宁加大投入、深耕零售业的重要决策依据。据了解，苏宁新增科技、物流等领域基础设施投入将不低于400亿元。刚刚结束的中央经济工作会议释放出明确信号，将“稳中求进”作为明年经济工作的总基调。张近东表示要辩证地看待当前的经济形势，要看到经济变革过程中的战略性机遇。以消费市场来看，“中国企业发展背靠40万亿规模的消费市场，中国的市场体量是任何一家海外企业都羡慕和向往的，只要想做，就有空间。” 张近东认为，零售行业正在迎来更多样化的变革，随着农村市场的崛起、中等收入人群规模的不断扩大，消费分级的现象愈加明显，而这将进一步推动服务业态的升级以及新渠道的涌现，“未来谁能更有效地满足和匹配各层次的消费需求，谁就能获得成功。”为此，2020年苏宁将重点加大智慧零售基础设施方面的投入，强化互联网店面模型建设和升级、打造物流仓配一体的核心能力、提升零售科技能力的研发与应用，将新增各类互联网店面10000家，同时将加大技术人才、1200工程管培生等各类人才的引进，计划新增人员8000人。张近东表示，2020年苏宁面临从规模数量扩张向质量效益提升进化，重点体现在两大业务导向：开放从1到N，聚合从N到1。从1到N是指苏宁以零售为核心，发展多渠道、多端口，全场景、全品类，依托苏宁供应链体系和互联网转型期间积累的技术优势，聚焦开放，实现零售核心能力和资源的输出，赋能行业与社会。从N到1是指旗下所有场景的打通与供应链的整合，聚合到互联网平台，聚焦零售本质，为消费提供聚合多元服务。据悉，在苏宁新的组织架构中，苏宁小店、苏宁零售云独立成为子集团。张近东在部署会上说，2020年，既是国家全面建成小康社会和“十三五”规划的收官之年，也是苏宁第三个十年的收官冲刺之年，无论是对国家还是苏宁自身，都是具有里程碑意义的关键之年。当前，苏宁智慧零售全场景布局已经完成，国家对零售行业发展有利的政策导向、零售行业正在迎来更多样化的变革，企业必须要把握机会，深耕行业发展。","积极"
"2019-12-17 18:58:22","张近东：2020年苏宁要加大开放力度","12月16日-17日，苏宁召开2020年度工作部署会。苏宁控股集团董事长张近东在会上表示，2020年苏宁将继续稳健投入，加大智慧零售基础设施建设，推进以服务用户为中心的零售场景迭代、服务能力升级以及新业务和新市场的拓展，并明确两大业务导向“开放从1到N，聚合从N到1”，深化全场景发展，加大资源能力的开放与输出。张近东表示，伴随中国经济从高速发展转向高质量发展，苏宁自身的发展也面临从规模数量扩张向质量效益提升进化。他要求全员2020年要提质增效，狠抓工作落实，强执行。张近东表示，在苏宁智慧零售全场景布局已经完成的基础上，2020年要继续稳健投入与发展。苏宁将以用户服务为宗旨、以产业生态精细化运营为核心，稳健加大在商品、物流、科技等零售基础设施领域的投入，提升全场景运营能力建设，为用户提供更丰富、更便捷的消费服务体验。张近东表示，国家政策导向对行业发展的利好趋势是苏宁加大投入、深耕零售业的重要决策依据。“中国企业发展背靠40万亿元规模的消费市场，中国的市场体量是任何一家海外企业都羡慕和向往的，只要想做，就有空间。”张近东认为，零售行业正在迎来更多样化的变革。随着农村市场的崛起、中等收入人群规模的不断扩大，消费分级的现象愈加明显，而这将进一步推动服务业态的升级以及新渠道的涌现。“未来，谁能更有效的满足和匹配各层次的消费需求，谁就能获得成功。”“服务业态消费升级、新渠道消费分流加速、新趋势的背后都得益于技术的驱动。”张近东认为，技术驱动将是未来拓展零售业空间的关键。零售产业正处于转型升级的阶段，蕴藏着巨大的机会。苏宁将深耕行业发展，聚焦供应链整合、用户体验提升、数字化驱动，推动产业升级。据透露，2020年苏宁将重点加大智慧零售基础设施方面的投入，强化互联网店面模型建设和升级、打造物流仓配一体的核心能力、提升零售科技能力的研发与应用，将新增各类互联网店面10000家。同时，将加大技术人才、1200工程管培生等各类人才的引进，计划新增人员8000人。据了解，苏宁新增科技、物流等领域基础设施投入将不低于400亿元。","情感倾向是积极。"
