"Date","Title","Content","qwen_lora2_情绪提取"
"2019-12-31 21:53:32","中国中车：世界首条氢能源有轨电车投入商业运营","记者从中国中车获悉，12月30日，中车四方股份公司研制的氢能源有轨电车在佛山高明上线载客开跑，标志着世界首条氢能源有轨电车正式投入商业运营，我国现代有轨电车驶入“氢时代”。","情感倾向是积极。"
"2019-12-31 20:28:54","中国中车：11-12月间签订404.6亿元合同","中国中车(601766)12月31日晚公告，公司于2019年11-12月期间签订了若干项合同，合计金额约404.6亿元，约占公司2018年营业收入的18.5%。","以上文本情感极性属于积极。"
"2019-12-31 17:16:48","中国中车：11月至12月期间签订约405亿元合同","中国中车(601766)12月31日晚间公告，公司2019年11-12月期间签订了若干项合同，合计金额约404.6亿元，约占公司2018年营业收入的18.5%。","以上文本情感极性属于积极。"
"2019-12-31 17:11:09","中国中车：11月至12月期间签订405亿元合同","中国中车(601766)12月31日晚间公告，公司2019年11-12月期间签订了若干项合同，合计金额约404.6亿元，约占公司2018年营业收入的18.5%。","以上文本情感极性属于积极。"
"2019-12-31 14:06:03","中国中车子公司进口漏税22.7万元 天津海关行政罚款21万","天津新港海关发布处罚决定书，中车唐山机车车辆有限公司在申报进口碳钢衬套商品时，因申报与实际不符，影响国家税款征收，造成漏缴税款226997.63元。依据《中华人民共和国海关法》第八十六条第三项，《中华人民共和国海关行政处罚实施条例》第十五条第四项、第十六条之规定，天津新港海关对中车唐山机车车辆有限公司处罚款21万元整。资料显示，中车唐山机车车辆有限公司为中国中车子公司，投资84亿元。中车唐山机车车辆有限公司主要从事铁路运输设备制造、铁路车辆、电动车组、内燃动车组、磁悬浮列车、特种车、试验车、城市轨道车辆和配件销售、租赁及技术咨询服务等。2019年上半年公司实现营收78.8亿元，营业利润6.2亿，归母净利润5.3亿。","情感倾向是中性。"
"2019-12-18 03:01:30","中车产投引入5家战投募资34亿元","中国中车首家混改试点企业中车产业投资有限公司(以下简称中车产投)增资扩股事项落地。12月17日晚间，南方汇通(000920)发布公告，上市公司控股股东中车产投混改事项完成正式签约。具体而言，中车产投与株洲市国有资产投资控股集团有限公司、中国国新资产管理有限公司、上海奉新智能制造发展有限公司、上海国盛(集团)有限公司、工融金投一号(天津)股权投资合伙企业5家战略投资者签署《增资协议》，此次混改以增资扩股方式募集资金34亿元。此次增资后，中车集团持有中车产投65.529%股权，株洲市国有资产投资控股集团有限公司等5家战略投资者合计持有中车产投34.47%股权。在2019年10月9日，南方汇通就曾公告，接到控股股东中车产投的通知，中车产投拟进行混合所有制改革，正在通过北京产权交易所公开挂牌程序引入战略投资者，此次混改事项不涉及公司控制权变更。两个月之后，12月6日，南方汇通进一步披露，收到中车产投通知，截至12月5日，有5家意向投资者向北京产权交易所提交材料，并缴纳保证金参与摘牌。此次，中车产投混改拟引入资金34亿元，新引入的投资者投后持股比例为35%。资料显示，中车产投成立于2015年12月，主营机电、能源、交通、节能、环保、新材料、物联网等领域项目投资，是中车集团100%全资控股的企业，中车集团则是中国中车的控股股东，实际控制人为国务院国资委。据悉，中车产投作为国家发改委第二批混改试点单位，是铁路行业唯一一家，也是中车集团首家混改试点企业。值得关注的是，除了南方汇通，中车产投还布局了另外两家上市公司。12月3日，天桥起重发布公告，控股股东株洲市国有资产投资控股集团有限公司及其一致行动人，拟将该上市公司总股本5%的股权通过非公开协议转让方式转让给中车产投；此次交易转让价格为3.2元/股，交易转让总价为2.27亿元。待交易完成后，中车产投将持有天桥起重5%股份，成为天桥起重第二大股东。证券时报e公司记者注意到，中车产投还意向受让*ST安凯21.30%股份。*ST安凯公告显示，上市公司于9月16日收到股东江淮汽车、安徽省投资集团控股有限公司转来的股份协议转让的意向书，拟分别将所持公司12.85%股权、8.45%股权转让给中车产投。若此次转让实施完成，中车产投将持有公司21.3%的股份，成为*ST安凯新的控股股东。","情感倾向是积极。"
"2019-12-17 21:28:52","中国中车首家混改试点企业增资扩股落地 中车产投引入5家战投募资34亿元","中国中车首家混改试点企业中车产业投资有限公司(以下简称中车产投)增资扩股事项落地。12月17日晚间，南方汇通发布(000920)公告，上市公司控股股东中车产投混改事项完成正式签约。具体而言，中车产投与株洲市国有资产投资控股集团有限公司、中国国新资产管理有限公司、上海奉新智能制造发展有限公司、上海国盛(集团)有限公司、工融金投一号(天津)股权投资合伙企业五家战略投资者签署《增资协议》，此次混改以增资扩股方式募集资金34亿元；增资后，5家战略投资者在中车产投的出资占比合计为34.47%。中车集团首家混改试点企业早在2019年10月9日，南方汇通就曾公告，接到控股股东中车产投的通知，中车产投拟进行混合所有制改革，正在通过北京产权交易所公开挂牌程序引入战略投资者，此次混改事项不涉及公司控制权变更。两个月之后，12月6日，南方汇通进一步披露，收到中车产投通知，截至12月5日，有5家意向投资者向北京产权交易所提交材料，并缴纳保证金参与摘牌。此次，中车产投混改拟引入资金34亿元，新引入的投资者投后持股比例为35%。资料显示，中车产投成立于2015年12月，主营机电、能源、交通、节能、环保、新材料、物联网等领域项目投资，是中车集团100%全资控股的企业，中车集团则是中国中车的控股股东，实际控制人为国务院国资委。12月17日，5家战略投资者也正式浮出水面。此次增资后，中车集团持有中车产投65.529%股权，株洲市国有资产投资控股集团有限公司等5家战略投资者合计持有中车产投34.47%股权。据悉，中车产投作为国家发改委第二批混改试点单位、是铁路行业唯一一家，也是中车集团首家混改试点企业。据媒体报道称，通过北交所以增资扩股方式，成功引入5家战投，募集资金34亿元，是中车集团成立以来最大规模的股权融资。中车产投已布局3家上市公司值得关注的是，除了南方汇通，中车产投还布局了另外两家上市公司。2019年12月3日，天桥起重(002523)发布公告，控股股东株洲市国有资产投资控股集团有限公司及其一致行动人，拟将该上市公司总股本5%的股权通过非公开协议转让方式转让给中车产投；此次交易转让价格为3.2元/股，交易转让总价为2.27亿元。天桥起重表示，此次协议转让后，上市公司控股股东、实际控制人均不会发生变更。待交易完成后，中车产投将持有天桥起重5%股份，成为天桥起重第二大股东，株洲市国有资产投资控股集团有限公司持有天桥起重24.08%股份。","情感倾向是积极的。"
"2019-12-17 17:26:14","中国中车中标葡萄牙波尔图地铁采购项目","记者从中国中车获悉，日前，中车唐山公司中标葡萄牙波尔图地铁列车项目。根据此项目内容，中车唐山机车车辆公司将向波尔图地铁交付18列地铁车厢并负责这些设备的维修。","所属情感是积极。"
"2019-12-06 16:22:17","中国中车首家混改试点企业增资扩股落地 5家投资者将成为中车产投新股东","记者从中国中车获悉，截至12月5日，中车首家混改试点企业中车产投增资扩股项目落地，5家意向投资者向北京产权交易所提交材料，并缴纳保证金参与摘牌，这标志着中车产投混合所有制改革引资挂牌最重要节点达成目标。本次混改引入资金34亿元，新引入投资者投后持股比例35%，是中车集团成立以来最大规模的股权融资，必将助力中车产投打造中车集团轨道交通装备以外新的支柱产业。","该文本情感是积极的。"
"2019-11-20 14:51:28","中车参与发起国家制造业转型升级基金：注册资本1472亿元","11月19日，中国中车股份有限公司(中国中车，601766.SH，01766.HK)发布《关于参与发起设立国家制造业转型升级基金股份有限公司的公告》。公告称，为创新投资模式，推进产业与资本的有效融合，中国中车参与由财政部、国开金融有限责任公司、中国烟草总公司、中国保险投资基金二期(有限合伙)、北京亦庄国际投资发展有限公司、浙江制造业转型升级产业投资有限公司、湖北省长江产业投资集团有限公司、中国太平洋人寿保险股份有限公司、北京国谊医院有限公司、湖南财信金融控股集团有限公司、四川创兴先进制造业投资有限公司、重庆战略性新兴产业股权投资基金合伙企业(有限合伙)、佛山市金融投资控股有限公司、建信保险资产管理有限公司、泰州市国有股权投资管理中心、中国第一汽车股份有限公司、上海电气(集团)总公司、东旭集团有限公司、郑州宇通集团有限公司等共同发起设立的国家制造业转型升级基金股份有限公司(以下简称“基金公司”)。该基金公司的注册资本为1472亿元人民币，股份总数为1472亿股，每股面值1元。各股东均以人民币现金方式出资。基金公司根据项目投资进度、实际用款需求以及年度预算安排等情况，向股东发出缴付认股金通知书，股东应按照缴付认股金通知书的要求按期足额缴纳其认股金。各股东应当缴纳的首次认股金为各股东认购股份数额的百分之五(5%)。中国中车作为该基金公司发起人股东，认购股份数额为5亿股，认股金为5亿元，持股比例为0.34%，按照基金公司的缴付认股金通知书缴纳认股金，中国中车首次出资2500万元人民币。公告显示，本次投资无需提交公司董事会及股东大会批准。本次对外投资不涉及关联交易，也不构成《上市公司重大资产重组管理办法》规定的重大资产重组。2019年11月18日，国家制造业转型升级基金股份有限公已在工商行政管理部门登记设立，但尚未向中国证券投资基金业协会办理备案登记手续。该公司注册资本为1472亿元人民币，其中各股东首期出资为73.6亿元人民币。该企业的类型为股份有限公司，经营期限(存续期)为10年，自营业执照载明的成立之日起计算。经基金公司股东大会审议同意，存续期可以延长。除中国中车持股0.34%外，其余各股东持股比例分别为：中华人民共和国财政部持股15.29%、国开金融有限责任公司持股13.59%、中国烟草总公司持股10.19%、中国保险投资基金二期(有限合伙)持股10.19%、北京亦庄国际投资发展有限公司持股6.79%、浙江制造业转型升级产业投资有限公司持股6.79%、湖北省长江产业投资集团有限公司持股6.79%、中国太平洋人寿保险股份有限公司持股6.79%、北京国谊医院有限公司持股3.40%、湖南财信金融控股集团有限公司持股3.40%、四川创兴先进制造业投资有限公司持股3.40%、重庆战略性新兴产业股权投资基金合伙企业(有限合伙)持股3.40%、佛山市金融投资控股有限公司持股3.40%、建信保险资产管理有限公司持股3.40%、泰州市国有股权投资管理中心持股1.36%、中国第一汽车股份有限公司持股0.68%、上海电气(集团)总公司持股0.34%、东旭集团有限公司持股0.34%、郑州宇通集团有限公司持股0.14%。对于该基金公司主要投资领域，公告披露，公司投向新材料、新一代信息技术、电力装备等领域成长期、成熟期企业。","情感倾向是积极的。"
