"Date","Title","Content","qwen_lora2_情绪提取"
"2019-12-31 16:22:00","中国铁建：新签逾136亿元海外合同","中国铁建(601186)12月31日晚间公告，近日，公司下属中铁十九局集团有限公司与中国有色金属建设股份有限公司签订了ER几内亚铝土矿矿山和辅助基础设施综合项目矿山采矿工程合同。合同期限12年(含2年基建期)，合同金额约19.4亿美元，折合人民币约136.42亿元，约占公司2018年营业收入的1.87%。","该文本情感是积极的。"
"2019-12-30 21:12:08","中国铁建中标两项重大工程","中国铁建公告，近日，公司中标厦门市轨道交通6号线(林埭西至华侨大学段)工程土建施工总承包，总工期1340天，中标价约33.21亿元，约占公司2018年营业收入的0.45%。公司同日公告，公司下属中铁城建集团有限公司、中铁建城市建设投资有限公司、中铁第五勘察设计院集团有限公司、中国铁建大桥工程局集团有限公司联合体中标张家港高铁新城(西北片区)基础设施及公共建设配套投资建设项目工程总承包，工程总承包中标价146.6839亿元。","情感倾向是积极。"
"2019-12-30 19:11:58","中国铁建：中标逾33亿元厦门市轨交工程项目","中国铁建(601186)12月30日晚间公告，近日，公司中标厦门市轨道交通6号线(林埭西至华侨大学段)工程土建施工总承包，总工期1340天，中标价约33.21亿元，约占公司2018年营业收入的0.45%。","以上文本情感是中性的。"
"2019-12-30 18:59:39","中国铁建：中标近180亿元重大工程项目","中国铁建(601186)12月30日晚间公告，近日，公司中标厦门市轨道交通6号线(林埭西至华侨大学段)工程土建施工总承包，总工期1340天，中标价33.21亿元，约占公司2018年营业收入的0.45%。另外，公司下属中铁城建集团有限公司、中铁建城市建设投资有限公司等组成的联合体，中标张家港高铁新城(西北片区)基础设施及公共建设配套投资建设项目工程总承包，中标价146.68亿元，中标工期1828天。","该文本情感是积极的。"
"2019-12-28 03:56:41","国际媒体点赞中企海外亮丽成绩单","中企承建的东非最大光伏电站正式投入运营，中企投资澳大利亚风电项目首批风机并网发电，中企承建孟加拉国项目管道陆海定向钻穿越告捷……近期中国企业“走进去”硕果累累，国际媒体纷纷点赞中国企业为推动各国经济发展、改善当地民众生活所作出的重要贡献。12月26日，由中国铁建股份有限公司(中国铁建)承建的莫斯科地铁阿米尼站至终止区间中线隧道实现贯通。至此，中国铁建承建的首个莫斯科地铁项目隧道实现全部贯通。得益于中方的管理标准、技术和设备，中国铁建莫斯科地铁项目团队克服天气寒冷、地质复杂等困难，提前3个月完成项目所有隧道贯通任务。中国铁建根据俄罗斯水文地质条件为工程专门制造的5台盾构机更成为俄罗斯媒体关注的重点。俄罗斯卫星通讯社称，莫斯科此前仅使用德国生产的盾构机，此次中国制造的盾构机获得了俄罗斯相关领域专家的认可和信任。11月9日，中国土木工程集团有限公司投资建设的尼日利亚首个铁路车辆组装厂在尼西南部奥贡州卡焦拉镇举行奠基仪式，该项目将为当地创造约5000个直接和间接就业机会。尼日利亚《今日报》近日在报道中引用该国副总统奥辛巴乔的话说，中国企业的到来使尼修建现代化铁路成为可能，中企提供的低息贷款更是尼日利亚的最优选择，同时中企在施工过程中还为尼培养了大批人才。英国《非洲报道》杂志的文章认为，中国企业的高效落实能力使其能够获得不断增长的非洲基础设施建设市场。从启动谈判到破土动工，中国企业行动快速，凸显其相对其他竞争对手的关键优势。中国给非洲提供的从融资、施工到资源开发相配套的全包解决方案，也是其他国家难以做到的。海外高科技领域也涌现出越来越多中企身影。西班牙《世界报》日前就5G技术合作采访了中国企业华为，文章援引华为高管的话说，由中国技术支撑的西班牙5G网络将成为“欧洲最佳”。华为还参与了西班牙电信在整个拉丁美洲的业务，为西班牙电信提供相关技术和设备支持，成为其拉美业务的“坚实后盾”。葡萄牙国家新闻通讯社近日也报道称，葡萄牙电信运营商NOS公司已经与华为展开技术合作，在葡萄牙北部城市马托西纽什建设5G网络。NOS公司首席执行官米格尔阿尔梅达表示，马托西纽什成为葡萄牙首个5G网络全覆盖的城市，是葡萄牙电信史上的里程碑。英国《非洲投资者》杂志网站日前刊文称，过去10年，中国手机制造企业传音已经成为非洲智能手机市场的领导者。传音从2008年开始专注于非洲市场，2018年该公司在撒哈拉以南非洲地区销售了1.24亿部手机，在非洲市场份额已接近50%。文章认为，非洲的智能手机市场竞争激烈，但为满足非洲客户的特定需求而设计的设备很少，传音较早认识到了这一点，推出的产品适销对路，成为其在非洲取得成功的关键。中国智能手机厂商在印度发力，使得手机行业成为印度经济发展的新亮点。印度《铸币报》报道说，小米、OPPO、vivo等中国智能手机厂商不断在印度建厂并扩大生产规模，让印度逐渐成为全球智能手机零配件供应基地之一。印度手机与电子协会的报告指出，印度过去4年新设立的智能手机工厂超过120家，创造了至少45万个就业机会，其中大部分由中企投建。目前，印度已经成为继中国之后第二大智能手机制造国。","情感倾向是积极。"
"2019-12-27 11:15:35","中国铁建承建的首个莫斯科地铁项目隧道全部贯通","由中国铁建股份有限公司(中国铁建)承建的莫斯科地铁阿米尼站至终止区间中线隧道26日实现贯通。至此，中国铁建承建的首个莫斯科地铁项目隧道实现全部贯通。","该文本情感是积极的。"
"2019-12-26 22:34:43","大型央企携手民企龙头 中国铁建与恒大达成战略合作","12月26日，中国铁建与恒大集团战略合作签约仪式在北京举行，中国铁建党委书记、董事长陈奋健，总裁庄尚标，恒大集团董事局主席许家印，总裁夏海钧及双方高管出席活动。据了解，双方将发挥各自资源和专业优势，重点围绕工程建设、房地产开发、投融资、新兴业务、物资物流等领域开展广泛合作。资料显示，中国铁建是大型央企，是全球最具实力、最具规模的特大型综合建设集团之一，位列世界500强59位，年收入超7300亿。恒大则是以民生地产为基础，文化旅游、健康养生为两翼，新能源汽车为龙头的综合性企业集团，位列世界500强138位，年销售规模超6000亿。分析人士表示，中国铁建和恒大均是实力雄厚的世界500强企业，且合作基础好、业务契合度高，此次强强联手，将实现双方在产业、资本、品牌等方面的优势互补与资源共享，共同在多个产业领域开拓市场空间，开创央企和民企合作的双赢典范。","该文本情感是积极的。"
"2019-12-24 19:05:10","中国铁建：中标38亿元特色小镇PPP项目","中国铁建(601186)12月24日晚间公告，近日，公司下属中国铁建投资集团有限公司等组成联合体中标中国北方鞋都(高邑)特色小镇PPP项目，项目总投资约38.02亿元。","该文本情感是积极的。"
"2019-12-23 01:59:42","中国铁建分拆上市有三大示范作用","12月19日，中国铁建发布公告称，拟分拆旗下中国铁建重工集团股份有限公司(简称“铁建重工”)并在科创板上市。由此，中国铁建成为《上市公司分拆所属子公司境内上市试点若干规定》(简称《试点规定》)后，首例公布实质性“A拆A”预案的上市公司。中国铁建此次将旗下子公司铁建重工分拆到科创板上市，至少具有三重意义。首先，有利于促进分拆上市子公司的发展。就像中国铁建发布的公告所称，铁建重工分拆上市一旦成功，将有助于持续增强生产与研发能力，提升技术与创新实力，保留并吸引高水平人才，满足未来战略布局与发展的需要。铁建重工若想登陆科创板，自然要与科创板的定位相匹配。铁建重工目前的资质是否符合科创板的要求呢？众所周知，科创板优先推荐六大领域的企业上市，先进轨道交通业务就属于其中的高端装备领域。公告显示，铁建重工主要从事掘进机装备、轨道交通设备和特种专业装备的设计、研发、制造和销售，具备为终端用户提供适用于多种复杂应用场景下的定制化、专业化和智能化的高端装备和技术服务能力。由此可见，铁建重工的主营业务与科创板上市规则的匹配度是非常高的。正如中国铁建发布的预案所称：未来，铁建重工将坚持走“差异化、智能化、全球化”发展道路，致力于解决各类地质工程施工难题，打造国之重器，成为全球领先的掘进装备、轨道交通设备和特种专业装备领域的创新型、服务型企业。其次，可为资本市场带来更多优质资源，提高上市公司质量。分拆上市是资本市场优化资源配置和深化并购重组功能的重要手段之一。根据中国证监会发布的《试点规定》，上市公司分拆原则上应当同时满足七方面条件，涉及财务指标、规范运作、独立性等方面。为了保障上市公司分拆后具备独立上市地位，要求上市公司具备一定的盈利能力和规范运作水平，分拆后母公司与子公司符合证监会、证券交易所关于独立性的基本规定。由此可见，监管部门对分拆上市的要求是非常严格的，以保证分拆出来的子公司质地优良，为资本市场输送优质的上市资源。第三，分拆上市可为混改助力。从过往情况看，在混改过程中，分拆的案例并不少见。如今，混改进入加速落地期，如何让那些分拆出来的具有高成长性的科技创新型企业，借力资本市场获得更好发展，科创板无疑是较为理想的一个选择。科创板自开门迎客以来，已经有不少央企或央企子公司先后申请上市。如今，有的已经成功上市，有的已经注册生效，还有的已进入“已问询”阶段。值得预期的是，在《试点规定》落地后，未来会有更多央企分拆子公司到科创板上市，科创板亦会成为落实混改的重要平台。","该文本情感是积极的。"
"2019-12-20 17:05:08","中国铁建：下属公司联合中标324.93亿元高速公路PPP项目","中国铁建(601186)12月20日晚公告，近日，公司下属中国铁建昆仑投资集团有限公司等作为联合体成员，中标贵州省贵阳经金沙至古蔺(川黔界)高速公路PPP项目。项目总投资估算约为324.93亿元。项目公司注册资金暂定2亿元，各股东方按约定股比出资。社会资本方中，公司下属公司出资比例为23.08%。","该文本情感是积极的。"
